StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q16,Q17,Q18,Q2,Q14,Q3,Q4,Q13,Q5,Q6,Q7,Q8,Q9,Q10,Q15,Q11_1,Q11_2,Q11_3,Q19_1,Q19_2,Q19_3,Q12
9/11/24 11:05,9/11/24 11:08,IP Address,162.212.34.204,100,166,TRUE,9/11/24 11:08,R_5RcWj3lxxHu0egV,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,No preference,Might or might not,I prefer completely asynchronous courses,0,5,10,8,7,10,I just prefer having a teacher in person in case I need help with something they can just help me in class instead of having to wait for help.
9/11/24 11:06,9/11/24 11:08,IP Address,162.212.34.232,100,147,TRUE,9/11/24 11:08,R_3dtDuGLtSLKDXk5,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,5,No,,,,No,No,No preference,Probably yes,I prefer a zoom component,0,3,7,0,6,8,"Sometimes I prefer online courses because I can stay home and it is easier to do, however in person courses make it easier to understand and concentrate."
9/11/24 11:04,9/11/24 11:09,IP Address,162.212.34.222,100,317,TRUE,9/11/24 11:09,R_3hytEIL4sTvxeP9,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,15,Yes,Off campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,10,8,5,10,10,4,I like hybrid because its a mixture of both and I like online so I don't have to commute as often and I in person is a 5 for because I have to commute and I'm just not that big of a fan of them. If it's my only option then it doesn't really matter 
9/11/24 11:06,9/11/24 11:10,IP Address,162.212.34.216,100,254,TRUE,9/11/24 11:10,R_5PBS1I49uKQmBUH,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,During the day,Might or might not,I prefer a zoom component,1,1,10,0,2,10,I prefer in person courses because it is easier to ask questions and receive help from students or instructors.
9/11/24 11:11,9/11/24 11:14,IP Address,162.212.34.206,100,227,TRUE,9/11/24 11:14,R_5IK2RSDOiHbWftU,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,Yes,No preference,Might or might not,I prefer a zoom component,1,1,5,2,3,6,I like to be more hands-on and face-to-face with the professors 
9/11/24 11:14,9/11/24 11:38,IP Address,162.212.34.205,100,1450,TRUE,9/11/24 11:38,R_5tfHBVqO2LwMssp,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,Yes,On campus,8,"Tuesday,Thursday,Friday,Saturday",No,No,At night,Probably not,I prefer a zoom component,0,0,10,,,10,"I learn better and understand course concepts when I hear the professor explain the content and we discuss with our peers in class.
The problem with asynchronous classes online is that we are on our own. I would much rather prefer a zoom class, as I will be more focused and understand the material better as I will remember conversations we have had in class.  "
9/11/24 14:07,9/11/24 14:09,IP Address,162.212.34.235,100,151,TRUE,9/11/24 14:09,R_5fj8QIu2g8PyVGF,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,45,Yes,Off campus,25,"Sunday,Monday,Tuesday,Friday",No,No,During the day,Probably yes,I prefer completely asynchronous courses,0,5,10,1,9,2,
9/11/24 18:50,9/11/24 19:05,IP Address,108.147.154.53,100,897,TRUE,9/11/24 19:05,R_5rATl1hlu88J9rn,,,,,33.7873,-117.9231,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",20,No,,,,No,No,During the day,Might or might not,I prefer a zoom component,1,1,5,1,10,8,Online courses help me stay more focused 
9/12/24 8:13,9/12/24 8:15,IP Address,108.147.93.58,100,124,TRUE,9/12/24 8:15,R_33W7JGqeUIPsYIF,,,,,37.3073,-121.8076,anonymous,EN,Senior,3 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,40 min,No,,,,No,Yes,No preference,Definitely yes,I prefer completely asynchronous courses,5,3,9,4,,7,Not online 
9/12/24 9:26,9/12/24 9:27,IP Address,162.212.34.210,100,85,TRUE,9/12/24 9:27,R_7WulbgfXuTztuv7,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,No,,,,Yes,No,No preference,Definitely yes,I prefer completely asynchronous courses,1,4,10,1,7,8,freedom
9/12/24 9:26,9/12/24 9:28,IP Address,162.212.34.202,100,156,TRUE,9/12/24 9:28,R_6MMN0LVhzG0hCjq,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,25,Yes,On campus,12,"Monday,Wednesday,Friday",Yes,Yes,During the day,Probably yes,I prefer a zoom component,1,5,10,1,6,10,n/a
9/12/24 9:27,9/12/24 9:28,IP Address,162.212.34.214,100,107,TRUE,9/12/24 9:29,R_7MyOtyhlbeHpKAK,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,No,,,,Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,,1,10,2,2,9,
9/12/24 9:27,9/12/24 9:35,IP Address,162.212.34.227,100,465,TRUE,9/12/24 9:35,R_3wsgNrILB5fyyca,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,45,Yes,On campus,8,"Tuesday,Wednesday,Thursday",No,Yes,During the day,Definitely yes,I prefer a zoom component,0,3,10,10,6,8,I like not having as many long drives but still need at least one in person class to retain the info.
9/12/24 13:42,9/12/24 13:42,IP Address,162.212.34.222,100,29,TRUE,9/12/24 13:42,R_70B1LI8rseqRZEK,,,,,36.7405,-119.7508,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
9/12/24 13:43,9/12/24 13:43,IP Address,162.212.34.222,100,37,TRUE,9/12/24 13:43,R_6bPGQiQgj0WN9Qv,,,,,36.7405,-119.7508,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
9/12/24 17:20,9/12/24 17:22,IP Address,162.212.34.219,100,120,TRUE,9/12/24 17:22,R_1HqwCQ8nzrYb1qI,,,,,36.7405,-119.7508,anonymous,EN,Senior,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,30,Yes,On campus,20,"Monday,Wednesday,Friday",No,Yes,During the day,Definitely not,I prefer completely asynchronous courses,0,5,10,0,8,9,I like asynchronous because it takes away travel time but I like in person courses because it lets me connect to the professor easily
9/12/24 17:22,9/12/24 17:24,IP Address,162.212.34.210,100,158,TRUE,9/12/24 17:24,R_1gRcV7O6FW3eX6M,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,10,Yes,Off campus,20,"Tuesday,Wednesday,Thursday,Friday,Saturday",No,No,At night,Definitely yes,I prefer completely asynchronous courses,8,8,10,8,10,4,i can do it on my own time and at my own pace
9/12/24 17:21,9/12/24 17:24,IP Address,73.2.17.228,100,189,TRUE,9/12/24 17:24,R_1MtFZmviinjTa48,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,"No preference, both work for me",12,No,,,,No,No,During the day,Might or might not,I prefer completely asynchronous courses,0,0,10,0,0,10,In person courses help me focus more and understand the curriculum better.
9/12/24 17:22,9/12/24 17:24,IP Address,162.212.34.206,100,126,TRUE,9/12/24 17:24,R_51usiJjkCvgsUGW,,,,,36.7405,-119.7508,anonymous,EN,Senior,2 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,15 minutes,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,1,10,10,10,7,It's easier for time management for students who have to work. 
9/12/24 17:23,9/12/24 17:25,IP Address,162.212.34.215,100,91,TRUE,9/12/24 17:25,R_6sbYqjq834WhBQU,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,Yes,I live on campus,,,Yes,Off campus,10,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably not,I prefer a zoom component,,5,10,2,4,10,I prefer in-person which allow to grasp the material better. 
9/12/24 17:22,9/12/24 17:25,IP Address,162.212.34.223,100,138,TRUE,9/12/24 17:25,R_6sdyoHV6JI8BaNq,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,8,"Tuesday,Wednesday,Thursday,Friday",Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,4,10,0,6,6,n/a
9/12/24 17:22,9/12/24 17:25,IP Address,162.212.34.214,100,145,TRUE,9/12/24 17:25,R_5Gp77CTbZhRIB2b,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,30 minutes,Yes,Off campus,20,"Monday,Wednesday,Friday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,4,5,10,7,9,6,I like online courses because majority of the time it’s asynchronous and you’re able to go at you own pace. 
9/12/24 17:22,9/12/24 17:25,IP Address,162.212.34.222,100,160,TRUE,9/12/24 17:25,R_3f3BNfkvaFGHA83,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,50,Yes,On campus,10-Jun,"Monday,Wednesday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,2,2,10,2,5,8,I like doing hands on activity and it allows the professor to help me more than they can online.
9/12/24 17:23,9/12/24 17:25,IP Address,162.212.34.223,100,145,TRUE,9/12/24 17:25,R_5G0TtmKhOHGdoW4,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,20,Yes,On campus,16,"Monday,Tuesday,Wednesday,Thursday",No,Yes,At night,Definitely yes,I prefer completely asynchronous courses,0,3,10,5,5,10,I like asynchronous because i move at my own pace but I also like in person because i sometimes need that human interaction
9/12/24 17:23,9/12/24 17:25,IP Address,162.212.34.221,100,156,TRUE,9/12/24 17:25,R_3Y9aCgTp8Mjb1QP,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,25 minutes,Yes,Off campus,10,"Monday,Wednesday,Friday",No,Yes,No preference,Definitely not,I prefer completely asynchronous courses,1,2,10,5,1,10,I need the accountability of being in person. 
9/12/24 17:23,9/12/24 17:26,IP Address,162.212.34.218,100,177,TRUE,9/12/24 17:26,R_1pbYoJf4akUmgsC,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,10 minutes ,Yes,Off campus,15-35hours ,"Monday,Wednesday,Friday,Saturday",Yes,No,No preference,Might or might not,I prefer a zoom component,0,0,8,5,5,5,Yes 
9/12/24 17:22,9/12/24 17:26,IP Address,162.212.34.234,100,194,TRUE,9/12/24 17:26,R_3DweVvLSQSaMERn,,,,,36.7405,-119.7508,anonymous,EN,Senior,2 Years,No,I live on campus,,,No,,,,No,Yes,At night,Probably yes,I prefer completely asynchronous courses,0,3,10,0,8,9,Online courses are ideal for essay-based courses as there is no real need for an in-class portion of the course. 
9/12/24 17:22,9/12/24 17:26,IP Address,162.212.34.219,100,201,TRUE,9/12/24 17:26,R_3dlPZBNfbDZeNWY,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I live on campus,,,Yes,On campus,26,"Monday,Tuesday,Wednesday,Thursday,Friday",Yes,Yes,At night,Definitely yes,I prefer a zoom component,2,10,10,10,5,9,"Hybrid and Online courses give me the opportunity to work more hours if necessary to get an off campus job. 
However in person classes help keep me accountable and help me better engage with the course"
9/12/24 17:23,9/12/24 17:26,IP Address,162.212.34.211,100,192,TRUE,9/12/24 17:26,R_1CklqqFU2TuSRmu,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,35 - 45 mins ,Yes,Off campus,25 hours or more ,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,3,10,8,7,8,8,I   like online because I   can be more flexible with my time but like unperson due to asking questions 
9/12/24 17:24,9/12/24 17:29,IP Address,162.212.34.210,100,289,TRUE,9/12/24 17:29,R_19ukrynYkKcLOt3,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I live on campus,,,No,,,,No,No,During the day,Probably yes,I prefer a zoom component,0,0,4,7,4,9,I learn better with in person classes and I learn better at certain parts of the day. 
9/12/24 20:31,9/12/24 20:35,IP Address,108.147.102.52,100,256,TRUE,9/12/24 20:35,R_11gf4N7aIhxKQiw,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,20,Yes,Off campus,20,"Wednesday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,1,8,10,10,10,Having online courses allows me to have time for work and not having to drive 20 minutes to school and back. 
9/13/24 9:04,9/13/24 9:06,IP Address,162.212.34.226,100,125,TRUE,9/13/24 9:06,R_5Cfc5wER3bYTQ7N,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,40,Yes,Off campus,12,"Monday,Wednesday,Friday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,4,10,10,7,10,10,
9/13/24 9:04,9/13/24 9:07,IP Address,162.212.34.236,100,179,TRUE,9/13/24 9:07,R_1OCUZSI7awHkg3K,,,,,36.7405,-119.7508,anonymous,EN,Senior,More than 4 Years,Yes,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,6,4,10,10,10,4,1 am in a more comfortable setting when we do online or hybrid classes.
9/13/24 9:04,9/13/24 9:09,IP Address,162.212.34.224,100,296,TRUE,9/13/24 9:09,R_5aKqgSGRvkTfiTn,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I live on campus,,,No,,,,Yes,No,During the day,Definitely not,I prefer a zoom component,2,10,10,1,0,10,"I am able to learn and retain the most information through fully in-person classes. I am less likely to retain information and be fully invested in the class when it is fully online. If it is online, having a scheduled zoom meeting helps to learn and feel more involved in the class."
9/13/24 9:04,9/13/24 9:18,IP Address,162.212.34.214,100,820,TRUE,9/13/24 9:18,R_3WCn8ZrexNDgxIJ,,,,,36.7405,-119.7508,anonymous,EN,Senior,2 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,22,Yes,Off campus,10,"Sunday,Friday,Saturday",Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,3,10,10,8,8,8,"I prefer them all the same depending on the type of class it is. If its a writing/english class, I prefer it online at my own pace but if it is a science or math course, I prefer it in person."
9/13/24 9:04,9/13/24 9:26,IP Address,108.147.93.9,100,1296,TRUE,9/13/24 9:26,R_1fizsHpgJhYTyTt,,,,,37.6736,-122.0944,anonymous,EN,Junior,3 Years,No,I commute to campus,"No preference, both work for me",30,Yes,Off campus,20,"Wednesday,Thursday,Friday,Saturday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,1,7,10,1,7,8,These classes give me the opportunity to ask questions but also work on my assignments at a pace that works for me. 
9/13/24 12:03,9/13/24 12:07,IP Address,162.212.34.226,100,212,TRUE,9/13/24 12:07,R_7DTvzwBHgvU2geV,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,12,"Wednesday,Thursday,Saturday",Yes,Yes,No preference,Probably yes,I prefer completely asynchronous courses,0,5,10,,7,8,In person is what I am used to 
9/13/24 12:13,9/13/24 12:15,IP Address,162.212.34.207,100,106,TRUE,9/13/24 12:15,R_5gUAZnG9yptzcyr,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I live on campus,,,No,,,,Yes,Yes,During the day,Definitely not,I prefer completely asynchronous courses,,3,8,,10,3,
9/16/24 9:01,9/16/24 9:05,IP Address,108.147.102.5,100,234,TRUE,9/16/24 9:05,R_1LhIavLrgIxyci5,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,25 minutes,Yes,Off campus,33,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,2,10,10,5,10,10,I like being able to do my homework or class in the comfort of my home.
9/9/24 9:17,9/9/24 9:39,IP Address,162.212.34.214,56,1358,FALSE,9/16/24 9:39,R_5zO22Xs1igPgiuc,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
9/9/24 9:54,9/9/24 9:56,IP Address,108.147.93.126,72,103,FALSE,9/16/24 9:56,R_6rSN88I7si1Yfra,,,,,,,anonymous,EN,Junior,2 Years,Yes,I commute to campus,"No preference, both work for me",17,Yes,On campus,22,"Monday,Wednesday,Friday",Yes,Yes,At night,,,,,,,,,
9/16/24 10:05,9/16/24 10:09,IP Address,166.205.87.13,100,201,TRUE,9/16/24 10:09,R_5DrQnuNWkxO5gqJ,,,,,37.5281,-121.9732,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,Yes,No,No preference,Might or might not,I prefer completely asynchronous courses,,0,10,5,5,5,Dont have a preference 
9/9/24 10:10,9/9/24 10:11,IP Address,104.28.85.93,72,83,FALSE,9/16/24 10:12,R_1uEKW7VYHLRMtXz,,,,,,,anonymous,EN,Sophmore,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,60,Yes,Off campus,5,Thursday,No,Yes,No preference,,,,,,,,,
9/9/24 11:05,9/9/24 11:05,IP Address,162.212.34.206,39,15,FALSE,9/16/24 11:05,R_5EAx3WhLNu3hI34,,,,,,,anonymous,EN,Sophmore,2 Years,No,I live on campus,,,Yes,,,,,,,,,,,,,,,
9/9/24 12:06,9/9/24 12:07,IP Address,76.214.149.198,39,55,FALSE,9/16/24 12:07,R_6rvyEjHVHQbrQXq,,,,,,,anonymous,EN,Junior,Less than a year,Yes,I commute to campus,,35,Yes,,,,,,,,,,,,,,,
9/9/24 12:25,9/9/24 12:26,IP Address,107.77.211.111,72,67,FALSE,9/16/24 12:26,R_7Ui73II0UyVLfDt,,,,,,,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,No,Yes,During the day,,,,,,,,,
9/9/24 13:20,9/9/24 13:20,IP Address,162.212.34.234,72,29,FALSE,9/16/24 13:20,R_7EMTRBnDgGP4Frj,,,,,,,anonymous,EN,Senior,More than 4 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,5,No,,,,No,Yes,During the day,,,,,,,,,
9/16/24 17:23,9/16/24 17:29,IP Address,166.205.91.37,100,321,TRUE,9/16/24 17:29,R_5zlLU5CmAaGNK8h,,,,,37.722,-122.1643,anonymous,EN,Junior,3 Years,Yes,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,4,10,6,8,7,Having more online courses gives more time to do homework. In person courses are better for classes that require discussion or hands on learning. 
9/10/24 12:32,9/10/24 12:36,IP Address,96.81.183.241,72,236,FALSE,9/16/24 18:35,R_7nW0N9LAuPOvGgB,,,,,,,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",30 Minutes,Yes,Off campus,15 hours,"Tuesday,Wednesday,Thursday",Yes,Yes,No preference,,,,,,,,,
9/10/24 11:36,9/10/24 12:00,IP Address,162.212.34.212,72,1464,FALSE,9/16/24 18:35,R_596GgWULVEWXjMt,,,,,,,anonymous,EN,Senior,3 Years,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,Yes,At night,,,,,,,,,
9/11/24 11:04,9/11/24 11:45,IP Address,162.212.34.229,72,2435,FALSE,9/16/24 18:35,R_7aKi1MrHopHa5UJ,,,,,,,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,"No preference, both work for me",12-Oct,No,,,,No,No,During the day,,,,,,,,,
9/10/24 20:26,9/10/24 20:27,IP Address,108.147.93.45,72,58,FALSE,9/16/24 18:35,R_5KpUr8OpDfOYhfJ,,,,,,,anonymous,EN,Senior,4 Years,Yes,I live on campus,,,Yes,On campus,8,"Wednesday,Friday",No,Yes,At night,,,,,,,,,
9/12/24 13:43,9/12/24 13:44,IP Address,162.212.34.222,39,30,FALSE,9/16/24 18:35,R_37xsGgkene4eAG6,,,,,,,anonymous,EN,,,,,,,Yes,,,,,,,,,,,,,,,
9/10/24 20:55,9/10/24 20:56,IP Address,162.212.34.235,72,38,FALSE,9/16/24 18:35,R_6MEEabnsoViM5El,,,,,,,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,No,,,,Yes,Yes,No preference,,,,,,,,,
